date	ouv	haut	bas	clot	vol	devise	
02/01/2020 00:00	7223.385	7319.005	6906.655	6973.995	0	USD	
03/01/2020 00:00	7223.385	7400.49	6861.035	7299.115	0	USD	
06/01/2020 00:00	7372.999	7606.625	7344.885	7585.995	0	USD	
07/01/2020 00:00	7769.775	8191.065	7737.86	8033.325	0	USD	
08/01/2020 00:00	7769.775	8464.495	7880	8057.136	0	USD	
09/01/2020 00:00	7769.775	8464.495	7750.035	7803.275	0	USD	
10/01/2020 00:00	7812.055	8131.115	7676.005	8088.715	0	USD	
13/01/2020 00:00	8178.695	8195.805	8040.105	8118.425	0	USD	
14/01/2020 00:00	8104.955	8858.605	8102.295	8763.005	0	USD	
15/01/2020 00:00	8796.557	8894.998	8554.995	8837.617	0	USD	
16/01/2020 00:00	8808.705	8836.805	8587.385	8717.505	0	USD	
17/01/2020 00:00	8808.705	9016.815	8665.675	8933.501	0	USD	
20/01/2020 00:00	8700.005	8741.995	8516.232	8665.005	0	USD	
21/01/2020 00:00	8629.285	8778.105	8480.005	8725.995	0	USD	
22/01/2020 00:00	8727.645	8810.49	8573.865	8637.005	0	USD	
23/01/2020 00:00	8663.155	8682.42	8278.005	8398.575	0	USD	
24/01/2020 00:00	8663.155	8528.915	8213.365	8445.285	0	USD	
